"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log.volatile.acidity","log.chlorides","nonfree.sulfur.dioxide","log.density","log.pH","log.sulphates","log.alcohol","quality.binary "
"1314",7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,-1.02165124753198,-2.45340798272863,45,-0.0044297970793858,1.22377543162212,-0.616186139423817,2.31253542384721,0
"1315",7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,-1.02165124753198,-2.45340798272863,45,-0.00444988607363089,1.22377543162212,-0.63487827243597,2.31253542384721,0
"1316",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,-0.462035459596559,-2.48891467118554,74,-0.00384739172889366,1.18172719537862,-0.544727175441672,2.28238238567653,0
"1317",5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,-0.301105092783922,-3.19418321227783,30,-0.00744766513515753,1.38879124131848,-0.527632742082372,2.52572864430826,0
"1318",9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,-0.82098055206983,-2.39689577246529,31,-0.00362656805569876,1.15688119679209,-0.371063681390832,2.47653840011748,0
"1319",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,-0.462035459596559,-2.48891467118554,74,-0.00384739172889366,1.18172719537862,-0.544727175441672,2.28238238567653,0
"1320",9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,-0.27443684570176,-0.881889305156823,46,-0.00348606928483175,1.06471073699243,0.285178942233662,2.2082744135228,0
"1321",9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,-0.415515443961666,-2.36446049671213,76,-0.00204208363422474,1.18172719537862,-0.415515443961666,2.31253542384721,0
"1322",5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,-0.301105092783922,-3.19418321227783,30,-0.00744766513515753,1.38879124131848,-0.527632742082372,2.52572864430826,0
"1323",9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,-1.07880966137193,-2.84731226843572,9,-0.00609855846186947,1.15688119679209,-0.59783700075562,2.43361335540045,0
"1324",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,-1.02165124753198,-2.81341071676004,34,-0.00506279434246237,1.15688119679209,-0.198450938723838,2.39789527279837,1
"1325",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,-0.776528789498996,-2.56394985712845,16,-0.00521356705288743,1.22082992139236,-0.510825623765991,2.36085400111802,0
"1326",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,-0.776528789498996,-2.56394985712845,16,-0.00521356705288743,1.22082992139236,-0.510825623765991,2.36085400111802,0
"1327",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,-0.776528789498996,-2.56394985712845,16,-0.00521356705288743,1.22082992139236,-0.510825623765991,2.36085400111802,0
"1328",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,-0.776528789498996,-2.56394985712845,16,-0.00521356705288743,1.22082992139236,-0.510825623765991,2.36085400111802,0
"1329",6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,-0.653926467406664,-2.61729583783375,25,-0.00451015547788602,1.20597080698861,-0.653926467406664,2.23001440015921,0
"1330",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,-0.510825623765991,-2.48891467118554,74,-0.00384739172889366,1.19088756477728,-0.579818495252942,2.28238238567653,0
"1331",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,-0.510825623765991,-2.48891467118554,74,-0.00384739172889366,1.19088756477728,-0.579818495252942,2.28238238567653,0
"1332",7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,-0.139262067333508,-2.23492644452023,36,-0.00332552342857699,1.18172719537862,-0.776528789498996,2.21920348405499,0
"1333",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,-0.941608539858445,-2.59026716544583,19,-0.00419880264733293,1.12817109090965,-0.843970070294529,2.27212588550934,0
"1334",9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,-0.25489224962879,-2.53830742651512,36,-0.00240288461631031,1.15688119679209,-0.673344553263766,2.26176309847379,0
"1335",7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,-0.180323554131282,-1.79576749062559,7,-0.00392770333797999,1.22082992139236,-0.653926467406664,2.30258509299405,0
"1336",6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,-0.544727175441672,-2.67364877438488,21,-0.00614886558687819,1.21787570949493,-0.415515443961666,2.53369681395743,0
"1337",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,-0.693147180559945,-2.86470401114759,11,-0.00553529149867714,1.21194097397511,-0.798507696217772,2.2512917986065,0
"1338",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,-0.693147180559945,-2.86470401114759,11,-0.00553529149867714,1.21194097397511,-0.798507696217772,2.2512917986065,0
"1339",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,-0.693147180559945,-2.86470401114759,11,-0.00553529149867714,1.21194097397511,-0.798507696217772,2.2512917986065,0
"1340",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,-0.673344553263766,-2.47693848013882,18,-0.00463070518469451,1.21194097397511,-0.616186139423817,2.35137525716348,0
"1341",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,-0.673344553263766,-2.47693848013882,18,-0.00463070518469451,1.21194097397511,-0.616186139423817,2.35137525716348,0
"1342",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,-0.673344553263766,-2.47693848013882,18,-0.00463070518469451,1.21194097397511,-0.616186139423817,2.35137525716348,0
"1343",7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,-0.616186139423817,-2.46510402249182,14,-0.00411846926374818,1.21491274436427,-0.673344553263766,2.34180580614733,0
"1344",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,-0.673344553263766,-2.47693848013882,18,-0.00463070518469451,1.21194097397511,-0.616186139423817,2.35137525716348,0
"1345",11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,-0.867500567704723,-2.56394985712845,12,-0.00148109628179814,1.12817109090965,-0.63487827243597,2.39789527279837,0
"1346",8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,-0.82098055206983,-2.7646205525906,18,-0.0038775078264521,1.17865499634165,-0.63487827243597,2.32238772029023,0
"1347",6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5,-0.527632742082372,-2.88240358824699,8,-0.0052939884611096,1.25846098961001,-0.579818495252942,2.43361335540045,0
"1348",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,-0.423120043346885,-2.55104645229255,5,-0.00413855200464124,1.20597080698861,-0.941608539858445,2.2512917986065,0
"1349",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,-0.423120043346885,-2.55104645229255,5,-0.00413855200464124,1.20597080698861,-0.941608539858445,2.2512917986065,0
"1350",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5,-0.562118918153541,-2.5133061243097,20,-0.00483165366218123,1.22671229129543,-0.653926467406664,2.37954613413017,0
"1351",9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5,-0.510825623765991,-2.67364877438488,41,-0.00346599964317462,1.20597080698861,-0.562118918153541,2.30258509299405,0
"1352",7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6,-0.478035800943,-2.7333680090865,38,-0.0067024110596753,1.1999647829284,-0.673344553263766,2.46809953147162,0
"1353",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,-0.438504962186365,-2.45340798272863,43,-0.00310481495347876,1.21491274436427,-0.776528789498996,2.33214389523559,0
"1354",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,-0.438504962186365,-2.45340798272863,43,-0.00310481495347876,1.21491274436427,-0.776528789498996,2.33214389523559,0
"1355",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,-0.544727175441672,-2.56394985712845,21,-0.0043293581612294,1.20896034583698,-0.653926467406664,2.30258509299405,0
"1356",6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5,-1.13943428318836,-2.45340798272863,27,-0.00537441633745497,1.21194097397511,-0.82098055206983,2.31253542384721,0
"1357",6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5,-1.07880966137193,-2.47693848013882,24,-0.00537441633745497,1.21194097397511,-0.82098055206983,2.31253542384721,0
"1358",7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,-0.843970070294529,-2.55104645229255,40,-0.00352620977655831,1.28093384546206,-0.527632742082372,2.40694510831829,0
"1359",7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,-0.446287102628419,-1.78379129957888,46,-0.00264349094541751,1.18784342239605,-0.693147180559945,2.2512917986065,0
"1360",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6,-0.744440474947496,-2.39689577246529,22,-0.00296438946401571,1.12167756159911,-0.430782916092454,2.30591288308672,0
"1361",9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,-0.616186139423817,-2.18925640768704,27,-0.00301453916087129,1.17557332980424,-0.579818495252942,2.3887627892351,0
"1362",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,-0.162518929497775,-2.37515578582888,41,-0.00276381582273105,1.21194097397511,-0.616186139423817,2.31253542384721,0
"1363",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6,-0.744440474947496,-2.39689577246529,22,-0.00296438946401571,1.12167756159911,-0.430782916092454,2.30591288308672,0
"1364",8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4,-0.186329578191493,-2.52572864430826,52,-0.00348606928483175,1.19088756477728,-0.7339691750802,2.28238238567653,0
"1365",7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,-0.502526820951296,-2.3434070875143,21,-0.00501254182354429,1.24126858906963,-0.63487827243597,2.46809953147162,0
"1366",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5,-0.693147180559945,-2.16282315061889,32,-0.00290421314738983,1.15688119679209,-0.478035800943,2.2512917986065,0
"1367",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5,-0.301105092783922,-2.36446049671213,35,-0.00424901428941481,1.17557332980424,-0.693147180559945,2.28238238567653,0
"1368",6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,-0.616186139423817,-2.43041846450393,96,-0.00275378819662108,1.17865499634165,0.165514438477573,2.35137525716348,0
"1369",8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6,-0.261364764134408,-2.53830742651512,58,-0.00344593040429981,1.18478998490916,-0.693147180559945,2.28238238567653,0
"1370",6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4,-0.49429632181478,-2.67364877438488,4,-0.00605831458396392,1.20297230399235,-0.994252273343867,2.34180580614733,0
"1371",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,-0.2484613592985,-0.879476758751439,54,-0.00377712436153214,1.09861228866811,0.157003748809665,2.21920348405499,0
"1372",7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6,-0.544727175441672,-1.8773173575897,9,-0.0052537769485481,1.16627093714192,0.0295588022415444,2.45100509811232,0
"1373",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,-0.2484613592985,-0.879476758751439,54,-0.00377712436153214,1.09861228866811,0.157003748809665,2.21920348405499,0
"1374",7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,-0.287682072451781,-2.20727491318972,55,-0.00336565747630169,1.17557332980424,-0.798507696217772,2.23001440015921,0
"1375",6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3,-0.204567165741274,-1.32050662058189,13,-0.00530404159190601,1.1999647829284,-0.673344553263766,2.28238238567653,0
"1376",7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,-0.579818495252942,-2.48891467118554,87,-0.00414859352633347,1.18172719537862,-0.653926467406664,2.29253475714054,0
"1377",8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,-0.122167633974208,-2.45340798272863,24,-0.00541463270149884,1.13462272619114,-0.776528789498996,2.30258509299405,0
"1378",5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6,-0.713349887877465,-2.40794560865187,51,-0.00471107973011922,1.31103187661934,-0.478035800943,2.50143595173921,0
"1379",7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,-0.798507696217772,-2.55104645229255,18,-0.00391766403410529,1.19088756477728,-0.673344553263766,2.29253475714054,0
"1380",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,-0.562118918153541,-2.56394985712845,24,-0.00443984152606227,1.21194097397511,-0.478035800943,2.37954613413017,0
"1381",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,-0.562118918153541,-2.56394985712845,24,-0.00443984152606227,1.21194097397511,-0.478035800943,2.37954613413017,0
"1382",6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,-0.186329578191493,-2.60369018577797,21,-0.00467089164989837,1.21787570949493,-0.798507696217772,2.26176309847379,0
"1383",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,-0.510825623765991,-2.52572864430826,80,-0.0038775078264521,1.19392246847243,-0.713349887877465,2.29253475714054,0
"1384",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,-0.510825623765991,-2.52572864430826,80,-0.0038775078264521,1.19392246847243,-0.713349887877465,2.29253475714054,0
"1385",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,-0.281037529733112,-2.23492644452023,64,-0.00407830499187078,1.16002091679675,-0.693147180559945,2.2512917986065,0
"1386",8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,-0.210721031315653,-2.57702193869581,51,-0.00332552342857699,1.16002091679675,-0.867500567704723,2.21920348405499,0
"1387",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,-0.446287102628419,-2.30258509299405,15,-0.00390762483101708,1.19392246847243,-0.544727175441672,2.26176309847379,0
"1388",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,-0.446287102628419,-2.30258509299405,15,-0.00390762483101708,1.19392246847243,-0.544727175441672,2.26176309847379,0
"1389",6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,-0.446287102628419,-2.48891467118554,42,-0.00282398369110196,1.20896034583698,-0.385662480811985,2.33214389523559,0
"1390",6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,-0.7339691750802,-2.52572864430826,75,-0.00477136487889103,1.1314021114911,-0.63487827243597,2.27212588550934,0
"1391",6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,-0.713349887877465,-2.68824757380603,18,-0.00710518213004701,1.27536280041261,-0.527632742082372,2.52572864430826,0
"1392",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5,-0.446287102628419,-2.36446049671213,28,-0.0038875467271924,1.21491274436427,-0.544727175441672,2.39789527279837,0
"1393",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5,-0.478035800943,-2.65926003693278,7,-0.00581688532156485,1.15373158788919,-0.7339691750802,2.28238238567653,0
"1394",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5,-0.653926467406664,-2.55104645229255,40,-0.0038875467271924,1.19392246847243,-0.7339691750802,2.32238772029023,0
"1395",6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5,-0.562118918153541,-2.65926003693278,46,-0.00331549016831908,1.1999647829284,-0.7339691750802,2.21920348405499,0
"1396",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,-0.378336440719912,-2.3859667019331,9,-0.00255325678771729,1.19694818938897,-0.430782916092454,2.25654115449264,0
"1397",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5,-0.393042588109607,-2.40794560865187,7,-0.00255325678771729,1.19694818938897,-0.430782916092454,2.25654115449264,0
"1398",7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5,-0.527632742082372,-2.52572864430826,87,-0.0041686768722197,1.18784342239605,-0.653926467406664,2.29253475714054,0
"1399",7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,-0.510825623765991,-2.48891467118554,15,-0.00340579313483282,1.25846098961001,-0.478035800943,2.32238772029023,1
"1400",7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6,-0.400477566597125,-2.68824757380603,14,-0.00440970848870007,1.22964055107451,-0.328504066972036,2.40694510831829,0
"1401",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,-0.371063681390832,-2.52572864430826,108,-0.00380723834295407,1.17865499634165,-0.673344553263766,2.29253475714054,0
"1402",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,-0.371063681390832,-2.52572864430826,108,-0.00380723834295407,1.17865499634165,-0.673344553263766,2.29253475714054,0
"1403",7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,-1.20397280432594,-2.95651156040071,18,-0.00370686193132651,1.23547147138531,-0.198450938723838,2.47653840011748,0
"1404",7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8,-1.10866262452161,-2.79688141480883,10,-0.00400802139753882,1.17248213723457,0.0953101798043249,2.30258509299405,1
"1405",8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6,-0.693147180559945,-2.50103603171788,34,-0.00150112612626709,1.23256026117785,-0.478035800943,2.37024374146786,0
"1406",7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,-1.27296567581289,-2.78062089393705,16,-0.00481155699722208,1.18784342239605,-0.105360515657826,2.42480272571829,1
"1407",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,-1.42711635564015,-2.78062089393705,14,-0.00260338587011493,1.16938135955632,-0.0618754037180875,2.3887627892351,0
"1408",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,-0.673344553263766,-2.74887219562247,14,-0.00501254182354429,1.26412672714568,-0.0725706928348354,2.37024374146786,0
"1409",8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7,-1.23787435600162,-3.03655426807425,18,-0.00501254182354429,1.18478998490916,0.00995033085316809,2.51769647261099,1
"1410",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,-0.673344553263766,-2.74887219562247,14,-0.00501254182354429,1.26412672714568,-0.0725706928348354,2.37024374146786,0
"1411",6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,-0.0408219945202552,-2.50103603171788,11,-0.00642056780292269,1.25276296849537,-0.82098055206983,2.47653840011748,0
"1412",6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,-0.755022584278033,-2.64507540194082,11,-0.00370686193132651,1.26976054486394,-0.3147107448397,2.36085400111802,0
"1413",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,-1.42711635564015,-2.78062089393705,14,-0.00260338587011493,1.16938135955632,-0.0618754037180875,2.3887627892351,0
"1414",9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5,-0.562118918153541,-2.26336437984076,77,-0.00370686193132651,1.11185751541813,-0.105360515657826,2.31253542384721,0
"1415",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,-1.13943428318836,-2.56394985712845,12,-0.000600180072032461,1.16315080980568,-0.2484613592985,2.26176309847379,0
"1416",6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,-0.544727175441672,-2.7333680090865,10,-0.00340579313483282,1.26976054486394,-0.174353387144778,2.24070968927596,0
"1417",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,-1.13943428318836,-2.56394985712845,12,-0.000600180072032461,1.16315080980568,-0.2484613592985,2.26176309847379,0
"1418",7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,-1.07880966137193,-2.74887219562247,16,-0.00481155699722208,1.20896034583698,-0.261364764134408,2.4932054526027,1
"1419",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,-0.63487827243597,-2.56394985712845,16,-0.00501254182354429,1.15057202759882,-0.776528789498996,2.28238238567653,0
"1420",7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,-0.446287102628419,-2.56394985712845,101,-0.00440970848870007,1.18478998490916,-0.798507696217772,2.29253475714054,0
"1421",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,-0.63487827243597,-2.56394985712845,16,-0.00501254182354429,1.15057202759882,-0.776528789498996,2.28238238567653,0
"1422",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,-0.916290731874155,-2.53830742651512,34,-0.00350613932928759,1.20597080698861,-0.544727175441672,2.24070968927596,0
"1423",7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,-0.616186139423817,-2.53830742651512,16,-0.00440970848870007,1.22082992139236,-0.174353387144778,2.43361335540045,0
"1424",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4,-0.63487827243597,-2.09557092360972,17,-0.00320513094894834,1.25276296849537,-0.400477566597125,2.39789527279837,0
"1425",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,-1.34707364796661,-2.57702193869581,15,-0.00260338587011493,1.18172719537862,-0.356674943938732,2.26176309847379,0
"1426",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,-1.34707364796661,-2.57702193869581,15,-0.00260338587011493,1.18172719537862,-0.356674943938732,2.26176309847379,0
"1427",7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,-1.46967597005894,-3.07911388249304,37,-0.00290421314738983,1.22671229129543,-0.342490308946776,2.4932054526027,0
"1428",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,-0.891598119283784,-2.55104645229255,17,-0.0043092715880984,1.19392246847243,-0.544727175441672,2.41591377830105,0
"1429",7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5,-0.446287102628419,-2.63108915996608,28,-0.00380723834295407,1.19694818938897,-0.462035459596559,2.39789527279837,0
"1430",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,-1.71479842809193,-3.01593498087151,29,-0.00400802139753882,1.20297230399235,-0.0725706928348354,2.42480272571829,0
"1431",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5,-0.891598119283784,-2.71810053695571,29,-0.00440970848870007,1.21491274436427,-0.478035800943,2.34180580614733,0
"1432",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,-0.843970070294529,-2.67364877438488,61,-0.00420884477405468,1.18172719537862,-0.616186139423817,2.29253475714054,0
"1433",5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6,-0.82098055206983,-3.17008566069877,8,-0.00561573878563575,1.24703229378638,-0.162518929497775,2.45958884180371,0
"1434",6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,-0.916290731874155,-2.67364877438488,14,-0.00451015547788602,1.22964055107451,-0.301105092783922,2.31253542384721,1
"1435",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,-0.616186139423817,-1.54177926396029,40,0.00368320865158983,1.15688119679209,-0.261364764134408,2.19722457733622,0
"1436",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,-0.616186139423817,-1.54177926396029,40,0.00368320865158983,1.15688119679209,-0.261364764134408,2.19722457733622,0
"1437",10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,-0.967584026261706,-1.77785656405906,63,-0.000860370012155596,1.14740245283754,-0.430782916092454,2.14006616349627,0
"1438",6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5,-0.0888312137066157,-2.65926003693278,24,-0.00423897175929973,1.26129787094521,-0.616186139423817,2.40694510831829,0
"1439",7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,-0.527632742082372,-2.95651156040071,5,-0.00400802139753882,1.22671229129543,-0.755022584278033,2.33214389523559,0
"1440",7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,6,-0.400477566597125,-2.63108915996608,61,-0.0043494451378387,1.1999647829284,-0.385662480811985,2.40393758725434,0
"1441",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,-0.994252273343867,-2.78062089393705,13,-0.00531409482376877,1.17248213723457,-0.3147107448397,2.42480272571829,1
"1442",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,6,-0.242071561199729,-2.36446049671213,79,-0.00287412634696837,1.15057202759882,-0.653926467406664,2.25828483409747,0
"1443",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,-0.462035459596559,-2.55104645229255,12,-0.00288415517986287,1.22377543162212,-0.287682072451781,2.28238238567653,0
"1444",6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,-0.544727175441672,-2.84731226843572,14,-0.00680308861973899,1.21787570949493,-0.713349887877465,2.45958884180371,0
"1445",7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,-0.400477566597125,-2.63108915996608,61,-0.0043494451378387,1.1999647829284,-0.385662480811985,2.40694510831829,0
"1446",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,-0.242071561199729,-2.36446049671213,79,-0.00287412634696837,1.15057202759882,-0.653926467406664,2.26176309847379,0
"1447",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,-0.462035459596559,-2.55104645229255,12,-0.00288415517986287,1.22377543162212,-0.287682072451781,2.28238238567653,0
